Event type,Event start time,sender_node,receiver_node,current_node
TXN,0.019504443202128546,16,13,16
TXN,0.08773292940170703,4,10,4
TXN,0.13502646356244935,1,14,1
TXN,0.14641849170900353,6,8,6
TXN,0.16475071764816435,12,11,12
TXN,0.21950444320212856,16,13,0
TXN,0.22950444320212857,16,13,14
TXN,0.23773292940170704,4,10,10
TXN,0.23847958476498685,5,3,5
TXN,0.24502646356244934,1,14,8
TXN,0.2563535413571939,13,17,13
TXN,0.26641849170900356,6,8,2
TXN,0.2695044432021285,16,13,2
TXN,0.2864184917090036,6,8,14
TXN,0.29475071764816435,12,11,15
TXN,0.29475071764816435,12,11,7
TXN,0.29641849170900353,6,8,13
TXN,0.2964184917090036,6,8,0
TXN,0.30950444320212855,16,13,3
TXN,0.31502646356244934,1,14,19
TXN,0.31773292940170705,4,10,6
TXN,0.31950444320212856,16,13,15
TXN,0.32641849170900356,6,8,15
TXN,0.33475071764816433,12,11,14
TXN,0.33475071764816433,12,11,19
TXN,0.33502646356244936,1,14,3
TXN,0.3395044432021286,16,13,17
TXN,0.34475071764816434,12,11,3
TXN,0.3464184917090035,6,8,12
TXN,0.3464184917090036,6,8,3
TXN,0.34916564780890336,17,16,17
TXN,0.35475071764816435,12,11,0
TXN,0.35475071764816435,12,11,11
TXN,0.3550264635624493,1,14,15
TXN,0.3550264635624494,1,14,17
TXN,0.3564184917090035,6,8,3
TXN,0.3564184917090035,6,8,11
TXN,0.35773292940170703,4,10,19
TXN,0.3595044432021285,16,13,11
TXN,0.35950444320212854,16,13,19
TXN,0.35950444320212854,16,13,7
TXN,0.3595044432021286,16,13,13
TXN,0.36475071764816436,12,11,6
TXN,0.3650264635624494,1,14,2
TXN,0.3679936731702717,13,7,13
TXN,0.3695044432021285,16,13,9
TXN,0.3695044432021286,16,13,6
TXN,0.37475071764816437,12,11,17
TXN,0.37502646356244934,1,14,7
TXN,0.37641849170900354,6,8,4
TXN,0.37641849170900354,6,8,17
TXN,0.37641849170900354,6,8,19
TXN,0.3784795847649869,5,3,19
TXN,0.38641849170900355,6,8,7
TXN,0.38641849170900355,6,8,17
TXN,0.38916564780890334,17,16,3
TXN,0.3895044432021285,16,13,6
TXN,0.39475071764816433,12,11,8
TXN,0.3950264635624493,1,14,14
TXN,0.3964184917090035,6,8,7
TXN,0.397732929401707,4,10,15
TXN,0.39985118862772734,13,6,13
TXN,0.4050264635624493,1,14,0
TXN,0.4063535413571939,13,17,6
TXN,0.40950444320212853,16,13,8
TXN,0.41475071764816435,12,11,3
TXN,0.4150264635624493,1,14,5
TXN,0.4150264635624494,1,14,14
TXN,0.4150264635624494,1,14,14
TXN,0.41773292940170703,4,10,8
TXN,0.41773292940170703,4,10,11
TXN,0.41950444320212854,16,13,12
TXN,0.41950444320212854,16,13,19
TXN,0.42641849170900353,6,8,8
TXN,0.4284795847649869,5,3,8
TXN,0.42950444320212855,16,13,8
TXN,0.4347507176481643,12,11,5
TXN,0.43502646356244934,1,14,3
TXN,0.437732929401707,4,10,14
