Ratio of the number of blocks generated by each node in the Longest Chain of the tree to the total number of blocks it generates	1.0
Slow Node
High CPU Node
Block ID	Block arrival time	No. of transactions	Peer Balance
40f24550e4b679d6449c840abc69c604108d20e264d8aec6f48abf765a583a19	588.7277164584758	1000	{0: 18, 1: 49, 2: 17, 3: 4, 4: 53, 5: 52, 6: 0, 7: 357, 8: 3, 9: 16, 10: 51, 11: 148, 12: 4, 13: 24, 14: 4, 15: 7, 16: 45, 17: 119, 18: 8, 19: 4}
45cc3ac7b01502ccb164cb37fe0744501ddf597feac3e34436c08bf51896c791	594.603178158397	1000	{0: 36, 1: 5, 2: 25, 3: 40, 4: 58, 5: 2, 6: 29, 7: 314, 8: 23, 9: 2, 10: 41, 11: 268, 12: 9, 13: 9, 14: 0, 15: 34, 16: 16, 17: 73, 18: 33, 19: 16}
bc02778b696532a2684edf178fb3e552ad4ab1f0c5f56b7c0e91e8cb42566871	612.8673950434944	1000	{0: 12, 1: 7, 2: 33, 3: 14, 4: 66, 5: 2, 6: 36, 7: 271, 8: 12, 9: 39, 10: 6, 11: 236, 12: 6, 13: 5, 14: 51, 15: 11, 16: 128, 17: 40, 18: 56, 19: 52}
832e278609a71599834a6186bb36a77cd5130d48a7b0613860bbe72aef041367	663.9682814472505	1000	{0: 65, 1: 7, 2: 98, 3: 18, 4: 10, 5: 10, 6: 101, 7: 470, 8: 14, 9: 80, 10: 18, 11: 27, 12: 18, 13: 52, 14: 34, 15: 7, 16: 25, 17: 46, 18: 32, 19: 1}
f9822ef30eb075f994c8104307e9921113ea644453612ab78317aefaeb0feb0b	683.5632043139251	447	{0: 21, 1: 57, 2: 13, 3: 16, 4: 7, 5: 47, 6: 4, 7: 634, 8: 1, 9: 19, 10: 20, 11: 119, 12: 57, 13: 13, 14: 35, 15: 24, 16: 49, 17: 23, 18: 3, 19: 21}
1d2abf5a40383f6478a5db97c4401fa5cd3b19fe90ac3cc2c242ff4617f93c21	727.4344591077999	654	{0: 7, 1: 4, 2: 8, 3: 38, 4: 77, 5: 24, 6: 21, 7: 561, 8: 29, 9: 1, 10: 50, 11: 252, 12: 5, 13: 12, 14: 19, 15: 39, 16: 18, 17: 28, 18: 1, 19: 39}
67685586315bb3c7ee08b364954ee6cc919cbe9c98b54b33dc46362ee7069738	794.0870479235936	920	{0: 25, 1: 12, 2: 10, 3: 20, 4: 36, 5: 22, 6: 20, 7: 711, 8: 10, 9: 18, 10: 51, 11: 195, 12: 58, 13: 0, 14: 4, 15: 4, 16: 25, 17: 16, 18: 31, 19: 15}
a6eb29ccd37d75c46deb37caf6d7f402cd7a7c837bc9d6536857e0b2808a25d6	853.0081366083002	406	{0: 95, 1: 22, 2: 42, 3: 92, 4: 22, 5: 16, 6: 18, 7: 675, 8: 23, 9: 42, 10: 45, 11: 73, 12: 7, 13: 4, 14: 28, 15: 5, 16: 30, 17: 24, 18: 26, 19: 44}
0620e94abf61c14689dff1508b45674b79e8bf0b88c4213db66c005c4b9b7dda	853.0153454553213	823	{0: 18, 1: 96, 2: 5, 3: 88, 4: 21, 5: 90, 6: 49, 7: 590, 8: 45, 9: 66, 10: 27, 11: 50, 12: 18, 13: 2, 14: 93, 15: 2, 16: 28, 17: 1, 18: 25, 19: 19}
a88abab6d0dce0cb4050c7f06813ad4758421020402f4e242d934b58b20bdbb5	866.4462845728906	394	{0: 8, 1: 22, 2: 38, 3: 5, 4: 15, 5: 50, 6: 35, 7: 786, 8: 11, 9: 0, 10: 7, 11: 320, 12: 0, 13: 8, 14: 0, 15: 5, 16: 37, 17: 0, 18: 11, 19: 25}
61caf9b16e346fa08f368ec69ae2af4df6bcc56697b776196da62bbc5f2d6636	872.6994645607647	154	{0: 4, 1: 23, 2: 0, 3: 3, 4: 4, 5: 2, 6: 10, 7: 912, 8: 10, 9: 23, 10: 23, 11: 310, 12: 17, 13: 0, 14: 1, 15: 33, 16: 24, 17: 5, 18: 14, 19: 15}
c808c13087d8336b5b3136ea427bd28f9d3ce2b3999757acebdbbf4c26e45089	876.1189782462477	108	{0: 2, 1: 7, 2: 20, 3: 3, 4: 0, 5: 2, 6: 13, 7: 933, 8: 8, 9: 3, 10: 8, 11: 340, 12: 13, 13: 87, 14: 21, 15: 1, 16: 2, 17: 1, 18: 6, 19: 13}
ea33d63f7837fe356231a008be200fa65b7952d675a38e7aba502c63300264a3	895.194672630335	251	{0: 37, 1: 18, 2: 0, 3: 15, 4: 58, 5: 7, 6: 19, 7: 807, 8: 36, 9: 6, 10: 26, 11: 426, 12: 6, 13: 4, 14: 1, 15: 7, 16: 4, 17: 27, 18: 4, 19: 25}
896ad2b4d4e1036440ad0d2a3fef2ed0f9e30d704b8cbab1153d60d0480a2ff9	924.5426335523887	417	{0: 11, 1: 0, 2: 121, 3: 2, 4: 27, 5: 28, 6: 72, 7: 908, 8: 6, 9: 5, 10: 49, 11: 158, 12: 31, 13: 23, 14: 31, 15: 1, 16: 7, 17: 3, 18: 4, 19: 96}
