Ratio of the number of blocks generated by each node in the Longest Chain of the tree to the total number of blocks it generates	No blocks generated
Fast Node
Low CPU Node
Block ID	Block arrival time	No. of transactions	Peer Balance
ccd0883b4c58c52af2f767944e209d42523b52e427707e94e1724d737fe58e37	0	20	{0: 33, 1: 29, 2: 37, 3: 29, 4: 37, 5: 20, 6: 34, 7: 27, 8: 34, 9: 26, 10: 24, 11: 35, 12: 30, 13: 29, 14: 36, 15: 37, 16: 32, 17: 33, 18: 24, 19: 29}
1f3d4035ae26aeeb3c4196d19cbc250de52de7115d496f3a3825f8a5ce6af6a4	6.465038220198595	94	{0: 1, 1: 48, 2: 49, 3: 3, 4: 19, 5: 95, 6: 57, 7: 0, 8: 32, 9: 79, 10: 17, 11: 21, 12: 29, 13: 29, 14: 44, 15: 64, 16: 16, 17: 23, 18: 0, 19: 39}
69ac37871ccb1e468b638f04df2bad7c1a179dd9d2cdf7d61c2eeca1e8bb9af9	6.53274150415669	16	{0: 33, 1: 26, 2: 19, 3: 56, 4: 21, 5: 20, 6: 34, 7: 47, 8: 35, 9: 19, 10: 18, 11: 70, 12: 34, 13: 13, 14: 36, 15: 53, 16: 57, 17: 35, 18: 24, 19: 15}
d53c8a44acababb34b13cc8fb44fa7c9aafcb311e07503b064e0ea5093cdac80	6.669574852898907	52	{0: 29, 1: 74, 2: 53, 3: 120, 4: 1, 5: 58, 6: 40, 7: 11, 8: 3, 9: 44, 10: 0, 11: 35, 12: 28, 13: 31, 14: 8, 15: 62, 16: 4, 17: 53, 18: 10, 19: 1}
8921422fb6b75e9a59d8af70cf060041b7f1e6bfdd9affa3c337cc94562362d2	42.000154104774715	486	{0: 8, 1: 2, 2: 41, 3: 93, 4: 4, 5: 16, 6: 34, 7: 1, 8: 18, 9: 46, 10: 38, 11: 51, 12: 37, 13: 1, 14: 91, 15: 10, 16: 77, 17: 67, 18: 60, 19: 20}
045fc06b39adf04e8679c49c6efe975c611675f127c6608e1758567e8b53b80e	42.16369495221151	159	{0: 3, 1: 63, 2: 4, 3: 94, 4: 30, 5: 10, 6: 47, 7: 75, 8: 24, 9: 73, 10: 77, 11: 23, 12: 1, 13: 2, 14: 24, 15: 11, 16: 74, 17: 0, 18: 50, 19: 30}
42688a0755300f851297156966c1d2d12337849cdb3dd483b61ee0d1e49d53e9	53.386526520081084	251	{0: 22, 1: 48, 2: 3, 3: 31, 4: 88, 5: 37, 6: 37, 7: 7, 8: 48, 9: 23, 10: 110, 11: 11, 12: 9, 13: 44, 14: 116, 15: 35, 16: 20, 17: 0, 18: 64, 19: 12}
e5ff7d563ea8369bda2b5082f123c2715a21ca10e9577ad8a3e93cce454129a8	54.26472521044958	173	{0: 26, 1: 32, 2: 8, 3: 87, 4: 16, 5: 16, 6: 30, 7: 28, 8: 41, 9: 135, 10: 115, 11: 38, 12: 11, 13: 20, 14: 39, 15: 2, 16: 22, 17: 26, 18: 45, 19: 28}
6e744b7523b7b738c44d5b2d0d1a7940f024da6bbad3fae9ebb48b6998e1ca90	132.37648868406492	1000	{0: 38, 1: 38, 2: 83, 3: 125, 4: 34, 5: 23, 6: 51, 7: 63, 8: 14, 9: 82, 10: 12, 11: 14, 12: 61, 13: 5, 14: 5, 15: 46, 16: 3, 17: 71, 18: 38, 19: 9}
400f29ea1f9cfe306ebd4c55a7e00ce9b2ed905a7dfacbd21886aafb173b815d	133.8587027366325	588	{0: 72, 1: 80, 2: 11, 3: 61, 4: 6, 5: 41, 6: 0, 7: 81, 8: 14, 9: 97, 10: 57, 11: 60, 12: 65, 13: 26, 14: 15, 15: 11, 16: 57, 17: 27, 18: 5, 19: 29}
e06f8483ac4353f8bc2f5a0d8506ca2d5b07edeae0fea1c458d240d1bbbfce57	191.34736068244263	1000	{0: 27, 1: 88, 2: 75, 3: 1, 4: 25, 5: 146, 6: 32, 7: 18, 8: 63, 9: 6, 10: 103, 11: 41, 12: 11, 13: 34, 14: 46, 15: 39, 16: 62, 17: 1, 18: 13, 19: 34}
2cc3f4099ac35307bb7ac1df10646ef4860c0d2b57d6b808985c6ddb67f4d3dd	227.39638905128734	697	{0: 4, 1: 65, 2: 8, 3: 30, 4: 23, 5: 92, 6: 26, 7: 22, 8: 55, 9: 53, 10: 353, 11: 0, 12: 11, 13: 23, 14: 65, 15: 29, 16: 7, 17: 33, 18: 15, 19: 1}
5c8cab745386550058093b95987ccc04618119870309ee8d38c973ca305bfba9	227.58057095694514	474	{0: 24, 1: 1, 2: 30, 3: 57, 4: 5, 5: 206, 6: 6, 7: 2, 8: 3, 9: 6, 10: 205, 11: 9, 12: 84, 13: 28, 14: 0, 15: 74, 16: 36, 17: 51, 18: 85, 19: 3}
d1f515af9d930183ab6a851f2295c545e8b1746b40a0cf482a0252558a6aa958	244.59014959268083	343	{0: 6, 1: 99, 2: 13, 3: 4, 4: 58, 5: 273, 6: 28, 7: 47, 8: 0, 9: 0, 10: 148, 11: 6, 12: 2, 13: 56, 14: 41, 15: 10, 16: 19, 17: 29, 18: 36, 19: 90}
6b5511bcabed7ac5349916ca41a5b4caceb300cd9af50bb65258f568ef314c47	279.6998324296878	482	{0: 4, 1: 47, 2: 7, 3: 37, 4: 76, 5: 355, 6: 36, 7: 28, 8: 70, 9: 8, 10: 97, 11: 6, 12: 19, 13: 4, 14: 54, 15: 31, 16: 22, 17: 6, 18: 57, 19: 51}
b3955d835388cf86cfb631be7c2bb2abb924498791e2efa64ff4fe6b4d81a681	410.7575492169977	1000	{0: 145, 1: 6, 2: 101, 3: 5, 4: 5, 5: 450, 6: 15, 7: 7, 8: 19, 9: 35, 10: 60, 11: 23, 12: 2, 13: 56, 14: 38, 15: 33, 16: 50, 17: 3, 18: 6, 19: 6}
14c8a26dfeaba1eeac0d61adfc5efe070f2e75922fc49e0e3da07edc4ad63fce	412.08972215358153	1000	{0: 53, 1: 0, 2: 77, 3: 8, 4: 82, 5: 420, 6: 99, 7: 8, 8: 22, 9: 38, 10: 81, 11: 12, 12: 19, 13: 15, 14: 29, 15: 27, 16: 59, 17: 4, 18: 8, 19: 4}
c7dfcdd50fcf6bd2279d42f87e8b9c2d57f869d94770c881a020203606330858	441.5367012951179	1000	{0: 17, 1: 49, 2: 23, 3: 0, 4: 54, 5: 479, 6: 76, 7: 106, 8: 23, 9: 23, 10: 3, 11: 22, 12: 6, 13: 55, 14: 78, 15: 21, 16: 14, 17: 45, 18: 0, 19: 21}
8b9e7b623d06a4d2207d67b690597d5a6cbe9fb3086dfdfc276e85c3a6204cad	442.65486531865594	1000	{0: 0, 1: 12, 2: 31, 3: 152, 4: 30, 5: 526, 6: 21, 7: 66, 8: 24, 9: 3, 10: 46, 11: 20, 12: 26, 13: 24, 14: 23, 15: 4, 16: 26, 17: 9, 18: 33, 19: 39}
8a8f8558bc8e995aac7044dfc670e400e643abae85411812afc4df059ff78d2f	474.8228015519132	1000	{0: 15, 1: 106, 2: 83, 3: 34, 4: 51, 5: 342, 6: 76, 7: 82, 8: 17, 9: 13, 10: 0, 11: 23, 12: 141, 13: 19, 14: 20, 15: 58, 16: 5, 17: 3, 18: 41, 19: 36}
89083822a897a4c8b675524733e66c6e15f733da6cd8ef3957c13b2232f464b8	532.1960424637757	1000	{0: 31, 1: 55, 2: 19, 3: 44, 4: 27, 5: 561, 6: 54, 7: 8, 8: 7, 9: 3, 10: 1, 11: 37, 12: 135, 13: 2, 14: 73, 15: 44, 16: 29, 17: 20, 18: 59, 19: 6}
0d355ece583ce0acad41f3939e89d2aba376d27e1f61d8473ab7ce7f7560b9b5	579.1448804743377	855	{0: 0, 1: 69, 2: 34, 3: 9, 4: 54, 5: 730, 6: 20, 7: 12, 8: 11, 9: 94, 10: 18, 11: 32, 12: 7, 13: 12, 14: 21, 15: 8, 16: 0, 17: 50, 18: 70, 19: 14}
2c04bab7b5a85d66d4ab809b450f55b7c56b60852bfaa76dfc87876327f5a0ab	582.9485762670876	280	{0: 2, 1: 10, 2: 7, 3: 6, 4: 2, 5: 894, 6: 29, 7: 48, 8: 6, 9: 4, 10: 8, 11: 7, 12: 1, 13: 19, 14: 83, 15: 19, 16: 0, 17: 2, 18: 154, 19: 14}
c7b89aa658ecde09e12cf932594c79a294bb41928f81c8d5dd9354968f3c8e69	585.8900850798815	83	{0: 1, 1: 71, 2: 2, 3: 6, 4: 1, 5: 905, 6: 4, 7: 22, 8: 32, 9: 9, 10: 1, 11: 17, 12: 5, 13: 12, 14: 13, 15: 6, 16: 9, 17: 17, 18: 231, 19: 1}
4fc60beac55f2b35e9a9570b4460b2149bd1288361e7df336201c54895ff0a64	598.5062252721149	149	{0: 33, 1: 4, 2: 74, 3: 14, 4: 5, 5: 814, 6: 9, 7: 20, 8: 12, 9: 1, 10: 70, 11: 43, 12: 16, 13: 6, 14: 0, 15: 34, 16: 2, 17: 5, 18: 251, 19: 2}
